category_number,drxfcsd,level,parent,max_level_by_num,max_level_skips,ancestors,branch
58160590,"rice, white, with carrots and tomatoes and/or tomato-based sauce, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160590"
58160600,"rice, white, with carrots and tomatoes and/or tomato-based sauce, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160600"
58160610,"rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160610"
58160620,"rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160620"
58160630,"rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160630"
58160640,"rice, white, with carrots and dark green vegetables, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160640"
58160650,"rice, white, with carrots and dark green vegetables, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160650"
58160660,"rice, white, with carrots and dark green vegetables, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160660"
58160670,"rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160670"
58160680,"rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160680"
58160690,"rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160690"
58160700,"rice, white, with other vegetables, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160700"
58160710,"rice, white, with other vegetables, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160710"
58160720,"rice, white, with other vegetables, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160720"
58160800,"rice, white, with lentils, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160800"
58160805,"rice, white, with lentils, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160805"
58160810,"rice, white, with lentils, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160810"
58161110,rice casserole with cheese,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161110"
58161120,brown rice casserole with cheese,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161120"
58161200,"rice, cooked with coconut milk",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161200"
58161300,white rice with tomato sauce,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161300"
58161310,"rice, brown, with tomato sauce",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161310"
58161320,beans and brown rice,4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58161320"
58161321,kidney beans and brown rice,4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58161321"
58161322,black beans and brown rice,4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58161322"
58161323,pinto beans and brown rice,4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58161323"
58161400,"rice, brown, with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, ns as to fat added in cooking",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161400"
58161402,"rice, brown, with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, fat not added in cooking",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161402"
58161404,"rice, brown, with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, fat added in cooking",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161404"
58161420,"rice, brown, with corn, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161420"
58161422,"rice, brown, with corn, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161422"
58161424,"rice, brown, with corn, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161424"
58161430,"rice, brown, with peas, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161430"
58161432,"rice, brown, with peas, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161432"
58161434,"rice, brown, with peas, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161434"
58161435,"rice, brown, with carrots, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161435"
58161437,"rice, brown, with carrots, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161437"
58161439,"rice, brown, with carrots, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161439"
58161440,"rice, brown, with peas and carrots, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161440"
58161442,"rice, brown, with peas and carrots, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161442"
58161444,"rice, brown, with peas and carrots, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161444"
58161460,"rice, brown, with tomatoes and/or tomato based sauce, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161460"
58161462,"rice, brown, with tomatoes and/or tomato based sauce, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161462"
58161464,"rice, brown, with tomatoes and/or tomato based sauce, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161464"
58161470,"rice, brown, with dark green vegetables, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161470"
58161472,"rice, brown, with dark green vegetables, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161472"
58161474,"rice, brown, with dark green vegetables, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161474"
58161480,"rice, brown, with carrots and tomatoes and/or tomato-based sauce, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161480"
58161482,"rice, brown, with carrots and tomatoes and/or tomato-based sauce, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161482"
58161484,"rice, brown, with carrots and tomatoes and/or tomato-based sauce, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161484"
58161490,"rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161490"
58161492,"rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161492"
58161494,"rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161494"
58161500,"rice, brown, with carrots and dark green vegetables, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161500"
58161502,"rice, brown, with carrots and dark green vegetables, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161502"
58161504,"rice, brown, with carrots and dark green vegetables, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161504"
58161510,grape leaves stuffed with rice,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161510"
58161520,"rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161520"
58161522,"rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161522"
58161524,"rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161524"
58161530,"rice, brown, with other vegetables, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161530"
58161532,"rice, brown, with other vegetables, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161532"
58161534,"rice, brown, with other vegetables, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161534"
58161710,rice croquette,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58161710"
58162090,"stuffed pepper, with meat",4,3104,4,4,"0,3104,3100,3","0,3104,3100,3,58162090"
58162110,"stuffed pepper, with rice and meat",4,3104,4,4,"0,3104,3100,3","0,3104,3100,3,58162110"
58162120,"stuffed pepper, with rice, meatless",4,3104,4,4,"0,3104,3100,3","0,3104,3100,3,58162120"
58162130,"stuffed tomato, with rice and meat",4,3104,4,4,"0,3104,3100,3","0,3104,3100,3,58162130"
58162140,"stuffed tomato, with rice, meatless",4,3104,4,4,"0,3104,3100,3","0,3104,3100,3,58162140"
58162310,rice pilaf,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58162310"
58163110,rice with gravy,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163110"
58163130,dirty rice,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163130"
58163210,"rice, creamed",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163210"
58163310,flavored rice mixture,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163310"
58163330,flavored rice mixture with cheese,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163330"
58163360,"flavored rice, brown and wild",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163360"
58163380,flavored rice and pasta mixture,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163380"
58163400,"flavored rice and pasta mixture, reduced sodium",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163400"
58163405,"spanish rice, from restaurant",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163405"
58163410,"spanish rice, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163410"
58163420,"spanish rice, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163420"
58163430,"spanish rice, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163430"
58163450,spanish rice with ground beef,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163450"
58163510,rice dressing,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163510"
58163610,rice-vegetable medley,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58163610"
58164110,rice with raisins,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164110"
58164210,rice dessert or salad with fruit,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164210"
58164500,"rice, white, with cheese and/or cream based sauce, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164500"
58164510,"rice, white, with cheese and/or cream based sauce, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164510"
58164520,"rice, white, with cheese and/or cream based sauce, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164520"
58164530,"rice, white, with gravy, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164530"
58164540,"rice, white, with gravy, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164540"
58164550,"rice, white, with gravy, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164550"
58164560,"rice, white, with soy-based sauce, ns as to fat",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58164560"
58164570,"rice, white, with soy-based sauce, no added fat",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58164570"
58164580,"rice, white, with soy-based sauce, fat added",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58164580"
58164800,"rice, brown, with cheese and/or cream based sauce, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164800"
58164810,"rice, brown, with cheese and/or cream based sauce, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164810"
58164820,"rice, brown, with cheese and/or cream based sauce, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164820"
58164830,"rice, brown, with gravy, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164830"
58164840,"rice, brown, with gravy, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164840"
58164850,"rice, brown, with gravy, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58164850"
58164860,"rice, brown, with soy-based sauce, ns as to fat",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58164860"
58164870,"rice, brown, with soy-based sauce, no added fat",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58164870"
58164880,"rice, brown, with soy-based sauce, fat added",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58164880"
58165000,"rice, white, with vegetables, cheese and/or cream based sauce, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58165000"
58165010,"rice, white, with vegetables, cheese and/or cream based sauce, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58165010"
58165020,"rice, white, with vegetables, cheese and/or cream based sauce, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58165020"
58165030,"rice, white, with vegetables and gravy, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58165030"
58165040,"rice, white, with vegetables and gravy, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58165040"
58165050,"rice, white, with vegetables and gravy, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58165050"
58165060,"rice, white, with vegetables, soy-based sauce, ns as to fat",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58165060"
58165070,"rice, white, with vegetables, soy-based sauce, no added fat",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58165070"
58165080,"rice, white, with vegetables, soy-based sauce, fat added",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58165080"
58165400,"rice, brown, with vegetables, cheese and/or cream based sauce, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58165400"
58165410,"rice, brown, with vegetables, cheese and/or cream based sauce, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58165410"
58165420,"rice, brown, with vegetables, cheese and/or cream based sauce, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58165420"
58165430,"rice, brown, with vegetables and gravy, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58165430"
58165440,"rice, brown, with vegetables and gravy, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58165440"
58165450,"rice, brown, with vegetables and gravy, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58165450"
58165460,"rice, brown, with vegetables, soy-based sauce, ns as to fat",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58165460"
58165470,"rice, brown, with vegetables, soy-based sauce, no added fat",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58165470"
58165480,"rice, brown, with vegetables, soy-based sauce, fat added",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58165480"
58174000,"upma, indian breakfast dish",4,4804,4,4,"0,4804,4800,4","0,4804,4800,4,58174000"
58174100,"dosa (indian), with filling",4,3208,4,4,"0,3208,3200,3","0,3208,3200,3,58174100"
58175000,"vada, fried dumpling",4,3208,4,4,"0,3208,3200,3","0,3208,3200,3,58175000"
58175110,tabbouleh,4,3208,4,4,"0,3208,3200,3","0,3208,3200,3,58175110"
58200100,"wrap sandwich, filled with meat, poultry, or fish, vegetables, and rice",4,3708,4,4,"0,3708,3700,3","0,3708,3700,3,58200100"
58200200,"wrap sandwich, filled with vegetables and rice",4,3708,4,4,"0,3708,3700,3","0,3708,3700,3,58200200"
58200250,"wrap sandwich, filled with vegetables",4,3708,4,4,"0,3708,3700,3","0,3708,3700,3,58200250"
58200300,"wrap sandwich, filled with meat, poultry, or fish, vegetables, rice, and cheese",4,3708,4,4,"0,3708,3700,3","0,3708,3700,3,58200300"
58201000,"jelly sandwich, regular jelly, nfs",4,3722,4,4,"0,3722,3700,3","0,3722,3700,3,58201000"
58201005,"jelly sandwich, regular jelly, on white bread",4,3722,4,4,"0,3722,3700,3","0,3722,3700,3,58201005"
58201015,"jelly sandwich, regular jelly, on wheat bread",4,3722,4,4,"0,3722,3700,3","0,3722,3700,3,58201015"
58201025,"jelly sandwich, regular jelly, on whole wheat bread",4,3722,4,4,"0,3722,3700,3","0,3722,3700,3,58201025"
58201035,"jelly sandwich, reduced sugar jelly, on white bread",4,3722,4,4,"0,3722,3700,3","0,3722,3700,3,58201035"
58201045,"jelly sandwich, reduced sugar jelly, on wheat bread",4,3722,4,4,"0,3722,3700,3","0,3722,3700,3,58201045"
58201055,"jelly sandwich, reduced sugar jelly, on whole wheat bread",4,3722,4,4,"0,3722,3700,3","0,3722,3700,3,58201055"
58301020,"lasagna with cheese and sauce, diet frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58301020"
58301030,"veal lasagna, diet frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58301030"
58301050,"lasagna with cheese and meat sauce, diet frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58301050"
58301080,"lasagna with cheese and meat sauce, reduced fat and sodium (diet frozen meal)",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58301080"
58301110,"vegetable lasagna, frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58301110"
58301150,"zucchini lasagna, diet frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58301150"
58302000,"macaroni and cheese, diet frozen meal",4,3206,4,4,"0,3206,3200,3","0,3206,3200,3,58302000"
58302030,"macaroni with veal, cheese, and sauce (diet frozen meal)",4,3206,4,4,"0,3206,3200,3","0,3206,3200,3,58302030"
58302050,"beef and noodles with meat sauce and cheese, diet frozen meal",4,3002,4,4,"0,3002,3000,3","0,3002,3000,3,58302050"
58302060,"spaghetti or noodles with beef in tomato-based sauce, lowfat, reduced sodium (diet frozen meal)",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58302060"
58302080,"noodles with vegetables in tomato-based sauce, diet frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58302080"
58303100,"rice, with broccoli, cheese sauce, frozen side dish",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58303100"
58303200,"rice, with green beans, water chestnuts, in sherry mushroom sauce, frozen side dish",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58303200"
58304010,"spaghetti and meatballs dinner, nfs, frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58304010"
58304020,"spaghetti and meatballs with tomato sauce, sliced apples, bread, frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58304020"
58304050,"spaghetti with meat and mushroom sauce, diet frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58304050"
58304060,"spaghetti with meat sauce, diet frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58304060"
58304200,"ravioli, cheese-filled, with tomato sauce, diet frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58304200"
58304220,"rigatoni with meat sauce and cheese, diet frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58304220"
58304230,"ravioli, cheese-filled, with vegetable and fruit (frozen meal)",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58304230"
58304250,"manicotti, cheese-filled, with tomato sauce, diet frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58304250"
58304300,"cannelloni, cheese-filled, with tomato sauce, diet frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58304300"
58304400,"linguini with vegetables and seafood in white wine sauce, diet frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58304400"
58305010,"mosticolli with meatballs, sauce, bread (frozen meal)",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58305010"
58305250,"pasta with vegetable and cheese sauce, diet frozen meal",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58305250"
58306010,"beef enchilada dinner, nfs, frozen meal",4,3506,4,4,"0,3506,3500,3","0,3506,3500,3,58306010"
58306020,"beef enchilada, chili gravy, rice, refried beans, frozen meal",4,3506,4,4,"0,3506,3500,3","0,3506,3500,3,58306020"
